"Publisher.ID","Publisher.Name","Keyword.ID","Keyword","Match.Type","Campaign","Keyword.Group","Category","Bid.Strategy","Keyword.Type","Status","Search.Engine.Bid","Clicks","Click.Charges","Avg..Cost.per.Click","Impressions","Engine.Click.Thru..","Avg..Pos.","Trans..Conv...","Total.Cost..Trans.","Amount","Total.Cost","Total.Volume.of.Bookings"
"K1122","Overture - US",43000000014278832,"orlando to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.13,2,1.26,0.63,107,1.87,2.92,0,0,0,1.26,0
"K1122","Overture - US",43000000008373880,"ny to greece","Standard","Unassigned","Unassigned","greece","Position 5-10 Bid Strategy","Unassigned","Paused",0.13,3,1.32,0.44,1728,0.17,2.23,0,0,0,1.32,0
"K1122","Overture - US",43000000005277664,"cheap airline ticket to england","Advanced","Unassigned","Unassigned","england","Position 5-10 Bid Strategy","Unassigned","Unavailable",0.13,3,1.43,0.48,131,2.29,4.08,0,0,0,1.43,0
"K1122","Overture - US",43000000014278672,"air france special","Standard","Unassigned","Unassigned","airfrance","Position 2-5 Bid Strategy","Unassigned","Paused",0.13,4,1.5,0.38,36,11.11,2.61,0,0,0,1.5,0
"K1122","Overture - US",43000000006997608,"airplanetickets","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.13,5,1.6,0.32,480,1.04,2.28,0,0,0,1.6,0
"K1122","Overture - US",43000000014278680,"paris france info","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.13,1,1.89,1.89,801,0.12,4.49,0,0,0,1.89,0
"K1122","Overture - US",43000000014278520,"cheap flight from paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.13,2,2.19,1.09,266,0.75,2.5,0,0,0,2.19,0
"K1122","Overture - US",43000000006997832,"air fly ticket","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.13,6,2.48,0.41,205,2.93,3.85,0,0,0,2.48,0
"K1122","Overture - US",43000000006997616,"airplane book","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.13,3,2.99,1,388,0.77,2.76,0,0,0,2.99,0
"K1122","Overture - US",43000000008373872,"new york to athens","Standard","Unassigned","Unassigned","athens","Position 5-10 Bid Strategy","Unassigned","Paused",0.13,5,3.25,0.65,2168,0.23,2.17,0,0,0,3.25,0
"K1122","Overture - US",43000000008373880,"cheap flight greece new york","Standard","Unassigned","Unassigned","greece","Position 5-10 Bid Strategy","Unassigned","Paused",0.13,3,3.32,1.11,102,2.94,1.3,0,0,0,3.32,0
"K1122","Overture - US",43000000014278784,"french air","Standard","Unassigned","Unassigned","french","Position 2-5 Bid Strategy","Unassigned","Paused",0.13,15,3.77,0.25,556,2.7,2.49,0,0,0,3.77,0
"K1122","Overture - US",43000000014278760,"san diego to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.13,5,4.28,0.86,199,2.51,4.11,0,0,0,4.28,0
"K1122","Overture - US",43000000014278720,"chicago to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.13,6,4.43,0.74,759,0.79,5.54,0,0,0,4.43,0
"K1122","Overture - US",43000000014278648,"lowest fare to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.13,5,6,1.2,42,11.9,4.12,0,0,0,6,0
"K1122","Overture - US",43000000006997968,"air ticket direct","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.13,4,7.94,1.98,240,1.67,3.15,0,0,0,7.94,0
"K1122","Overture - US",43000000006997984,"airway ticket","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.13,46,9.91,0.22,2052,2.24,2.08,0,0,0,9.91,0
"K1123","Overture - Global",43000000005420944,"paris degaulle airport","Advanced","Unassigned","Unassigned","franceairports","Position 1-2 Target","Unassigned","Paused",0.14,1,0.24,0.24,402,0.25,1.65,0,0,0,0.24,0
"K1123","Overture - Global",43000000005421048,"agen flight","Standard","Unassigned","Unassigned","agen","Position 1-2 Target","Unassigned","Paused",0.14,2,0.26,0.13,208,0.96,1.71,0,0,0,0.26,0
"K1123","Overture - Global",43000000005420968,"charles de gaulle france","Standard","Unassigned","Unassigned","franceairports","Position 1-2 Target","Unassigned","Paused",0.14,2,0.28,0.14,230,0.87,2.91,0,0,0,0.28,0
"K1123","Overture - Global",43000000005421104,"aeroport de roissy","Advanced","Unassigned","Unassigned","franceairports","Position 1-2 Target","Unassigned","Paused",0.14,2,0.51,0.26,452,0.44,1.85,0,0,0,0.51,0
"K1123","Overture - Global",43000000005420960,"france round trip ticket","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Unassigned","Sent",0.14,3,1.3,0.43,391,0.77,2.21,0,0,0,1.3,0
"K1123","Overture - Global",43000000005421008,"carcassonne flight","Standard","Unassigned","Unassigned","carcassonne","Position 1-2 Target","Unassigned","Paused",0.14,9,1.84,0.2,560,1.61,2.33,0,0,0,1.84,0
"K1123","Overture - Global",43000000005421160,"san francisco to paris flight","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.14,12,2.74,0.23,118,10.17,3.65,0,0,0,2.74,0
"K1123","Overture - Global",43000000005421312,"air france deal","Standard","Unassigned","Unassigned","airfrance","Position 1-2 Target","Unassigned","Paused",0.14,12,3.81,0.32,169,7.1,3.02,0,0,0,3.81,0
"K1123","Overture - Global",43000000005421392,"air france holidays","Standard","Unassigned","Unassigned","airfrance","Position 1-2 Target","Unassigned","Paused",0.14,28,4.77,0.17,3169,0.88,1.47,0,0,0,4.77,0
"K1123","Overture - Global",43000000005421408,"cheapest flight to france","Advanced","Unassigned","Unassigned","france","Position 1-2 Target","Unassigned","Sent",0.14,9,4.86,0.54,268,3.36,5.2,0,0,0,4.86,0
"K1123","Overture - Global",43000000005421136,"san diego to paris","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.14,10,5.46,0.55,630,1.59,2.97,0,0,0,5.46,0
"K1123","Overture - Global",43000000005421080,"air france plane ticket","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Unassigned","Paused",0.14,6,6.2,1.03,280,2.14,1.91,0,0,0,6.2,0
"K1123","Overture - Global",43000000005421056,"air france home page","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Unassigned","Paused",0.14,12,6.47,0.54,334,3.59,1.52,0,0,0,6.47,0
"K1123","Overture - Global",43000000005420856,"air france special","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Unassigned","Paused",0.14,23,7.82,0.34,228,10.09,2.5,0,0,0,7.82,0
"K1122","Overture - US",43000000005289872,"hanover airline","Advanced","Unassigned","Unassigned","hanover","Position 5-10 Bid Strategy","Unassigned","Paused",0.14,1,0.13,0.13,6,16.67,3.67,0,0,0,0.13,0
"K1122","Overture - US",43000000014278720,"family holiday france","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Unassigned","Paused",0.14,1,0.13,0.13,379,0.26,2.08,0,0,0,0.13,0
"K1122","Overture - US",43000000005277632,"houston to madrid","Advanced","Unassigned","Unassigned","houston","Position 5-10 Bid Strategy","Unassigned","Paused",0.14,1,0.14,0.14,31,3.23,3.38,0,0,0,0.14,0
"K1122","Overture - US",43000000006998048,"air ticket special","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.14,1,0.15,0.15,107,0.93,4.69,0,0,0,0.15,0
"K1122","Overture - US",43000000006997648,"airline cheap flight international ticket","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.14,1,0.24,0.24,664,0.15,4.34,0,0,0,0.24,0
"K1122","Overture - US",43000000006997920,"airline flight info","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.14,1,0.41,0.41,536,0.19,5.04,0,0,0,0.41,0
"K1122","Overture - US",43000000014278704,"low cost flight to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.14,1,0.58,0.58,124,0.81,3.43,0,0,0,0.58,0
"K1122","Overture - US",43000000014278528,"flight france marseille","Standard","Unassigned","Unassigned","marseille","Position 2-5 Bid Strategy","Unassigned","Paused",0.14,2,0.64,0.32,42,4.76,3.74,0,0,0,0.64,0
"K1122","Overture - US",43000000014278656,"air france travel agent","Standard","Unassigned","Unassigned","airfrance","Position 2-5 Bid Strategy","Unassigned","Paused",0.14,2,0.68,0.34,176,1.14,2.63,0,0,0,0.68,0
"K1122","Overture - US",43000000006998024,"air fare sales","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.14,2,0.7,0.35,79,2.53,3.08,0,0,0,0.7,0
"K1122","Overture - US",43000000014278536,"paris flight prices","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.14,1,0.7,0.7,85,1.18,3.01,0,0,0,0.7,0
"K1122","Overture - US",43000000014278816,"air fare paris france","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.14,3,0.74,0.25,51,5.88,2.58,0,0,0,0.74,0
"K1122","Overture - US",43000000014278848,"paris charles de gaulle","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.14,4,0.88,0.22,671,0.6,2.35,0,0,0,0.88,0
"K1122","Overture - US",43000000006997664,"airline fare sale","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.14,1,0.95,0.95,77,1.3,3.99,0,0,0,0.95,0
"K1122","Overture - US",43000000006997736,"international travel web site","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.14,2,0.95,0.48,139,1.44,4.22,0,0,0,0.95,0
"K1122","Overture - US",43000000005277800,"miami to madrid","Advanced","Unassigned","Unassigned","miami","Position 5-10 Bid Strategy","Unassigned","Paused",0.14,8,1.09,0.14,167,4.79,3.78,0,0,0,1.09,0
"K1122","Overture - US",43000000006997960,"airfare booking","Standard","Unassigned","Unassigned","airfaregeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.14,2,1.43,0.71,215,0.93,2.45,0,0,0,1.43,0
"K1122","Overture - US",43000000006997680,"international air line ticket","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.14,2,1.45,0.73,73,2.74,3.13,0,0,0,1.45,0
"K1122","Overture - US",43000000014278600,"air france plane ticket","Standard","Unassigned","Unassigned","airfrance","Position 2-5 Bid Strategy","Unassigned","Paused",0.14,3,1.9,0.63,101,2.97,2.38,0,0,0,1.9,0
"K1122","Overture - US",43000000006997904,"international airline ticket price","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.14,3,1.97,0.66,1473,0.2,3.25,0,0,0,1.97,0
"K1122","Overture - US",43000000014278824,"cdg paris airport","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.14,5,4.56,0.91,1129,0.44,2.35,0,0,0,4.56,0
"K1122","Overture - US",43000000014278840,"paris airline","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.14,8,7.08,0.88,686,1.17,3.06,0,0,0,7.08,0
"K1122","Overture - US",43000000014278784,"cdg airport","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.14,9,8.41,0.93,2037,0.44,3,0,0,0,8.41,0
"K1122","Overture - US",43000000014302656,"fly to india","Standard","Unassigned","Unassigned","india","Position 5-10 Bid Strategy","Unassigned","Paused",0.14,22,9.15,0.42,477,4.61,4.03,0,0,0,9.15,0
"K1123","Overture - Global",43000000005421248,"aeroport lyon","Standard","Unassigned","Unassigned","lyon","Position 1-2 Target","Unassigned","Paused",0.15,1,0.18,0.18,446,0.22,1.77,0,0,0,0.18,0
"K1123","Overture - Global",43000000005421008,"calais flight","Standard","Unassigned","Unassigned","calais","Position 1-2 Target","Unassigned","Paused",0.15,2,0.26,0.13,140,1.43,1.74,0,0,0,0.26,0
"K1123","Overture - Global",43000000005421152,"atlanta to paris","Standard","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.15,6,2.07,0.35,859,0.7,3.31,0,0,0,2.07,0
"K1123","Overture - Global",43000000005421016,"air france airway","Standard","Unassigned","Unassigned","airfrance","Position 1-2 Target","Unassigned","Paused",0.15,15,2.63,0.18,864,1.74,5.41,0,0,0,2.63,0
"K1122","Overture - US",43000000006998016,"international business class airfare","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.15,1,0.14,0.14,126,0.79,3.37,0,0,0,0.14,0
"K1122","Overture - US",43000000006997712,"international airfare price","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.15,1,0.31,0.31,875,0.11,3.87,0,0,0,0.31,0
"K1122","Overture - US",43000000006997696,"airplane ticket cost","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.15,1,0.33,0.33,248,0.4,2.88,0,0,0,0.33,0
"K1122","Overture - US",43000000014278712,"marseille airport","Standard","Unassigned","Unassigned","marseille","Position 2-5 Bid Strategy","Unassigned","Paused",0.15,1,0.35,0.35,400,0.25,3.56,0,0,0,0.35,0
"K1122","Overture - US",43000000005277688,"houston to barcelona","Advanced","Unassigned","Unassigned","houston","Position 1-4 Bid Strategy","Unassigned","Paused",0.15,3,0.45,0.15,976,0.31,3.64,0,0,0,0.45,0
"K1122","Overture - US",43000000006997888,"international airfare ticket","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.15,1,0.5,0.5,134,0.75,3.37,0,0,0,0.5,0
"K1122","Overture - US",43000000006998048,"air fare for international travel","Standard","Unassigned","Unassigned","airgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.15,2,0.9,0.45,215,0.93,3.9,0,0,0,0.9,0
"K1122","Overture - US",43000000008373872,"new york to greece","Standard","Unassigned","Unassigned","greece","Position 5-10 Bid Strategy","Unassigned","Paused",0.15,4,2.83,0.71,1247,0.32,2.89,0,0,0,2.83,0
"K1122","Overture - US",43000000006997840,"international travel ticket","Standard","Unassigned","Unassigned","internationalgeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.15,8,3.7,0.46,493,1.62,2.98,0,0,0,3.7,0
"K1122","Overture - US",43000000014278696,"los angeles to paris flight","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.15,5,4.09,0.82,80,6.25,3.28,0,0,0,4.09,0
"K1123","Overture - Global",43000000005420872,"france information paris travel","Advanced","Unassigned","Unassigned","paris","Position 1-2 Target","Unassigned","Sent",0.16,7,1.4,0.2,2350,0.3,2.43,0,0,0,1.4,0
"K1123","Overture - Global",43000000005421040,"air france airfare","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Unassigned","Paused",0.16,6,1.64,0.27,152,3.95,4.16,0,0,0,1.64,0
"K1123","Overture - Global",43000000005420920,"air france timetable","Standard","Unassigned","Unassigned","airfrance","Position 1-2 Target","Unassigned","Paused",0.16,7,1.67,0.24,626,1.12,2.8,0,0,0,1.67,0
"K1123","Overture - Global",43000000005420848,"roissy charles de gaulle","Advanced","Unassigned","Unassigned","franceairports","Position 1-2 Target","Unassigned","Paused",0.16,9,1.76,0.2,2472,0.36,2.56,0,0,0,1.76,0
"K1122","Overture - US",43000000014278776,"new york to lyon","Standard","Unassigned","Unassigned","lyon","Position 2-5 Bid Strategy","Unassigned","Paused",0.16,1,0.15,0.15,375,0.27,3.33,0,0,0,0.15,0
"K1122","Overture - US",43000000014278728,"air france airfare","Standard","Unassigned","Unassigned","airfrance","Position 2-5 Bid Strategy","Unassigned","Paused",0.16,1,0.16,0.16,31,3.23,3.58,0,0,0,0.16,0
"K1122","Overture - US",43000000006997776,"airline guide","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.16,1,1.26,1.26,1677,0.06,3.8,0,0,0,1.26,0
"K1122","Overture - US",43000000006997592,"airline ticket rate","Standard","Unassigned","Unassigned","airlinegeneral","Position 5-10 Bid Strategy","Unassigned","Paused",0.16,1,1.26,1.26,164,0.61,3.63,0,0,0,1.26,0
"K1122","Overture - US",43000000014278736,"france fare","Standard","Unassigned","Unassigned","france","Position 2-5 Bid Strategy","Unassigned","Paused",0.16,3,1.43,0.48,65,4.62,2.2,0,0,0,1.43,0
"K1122","Overture - US",43000000014278736,"travel deal to paris france","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.16,4,2.51,0.63,54,7.41,2.53,0,0,0,2.51,0
"K1122","Overture - US",43000000014278712,"best airfare to paris","Standard","Unassigned","Unassigned","paris","Position 2-5 Bid Strategy","Unassigned","Paused",0.16,5,3.23,0.65,60,8.33,2.84,0,0,0,3.23,0
"K1122","Overture - US",43000000014278688,"french airline","Standard","Unassigned","Unassigned","french","Position 2-5 Bid Strategy","Unassigned","Paused",0.16,43,17.94,0.42,1158,3.71,3.74,0,0,0,17.94,0
"K1123","Overture - Global",43000000005421200,"deauville flight","Standard","Unassigned","Unassigned","deauville","Position 1-2 Target","Unassigned","Paused",0.18,3,0.44,0.15,144,2.08,2.31,0,0,0,0.44,0
"K1123","Overture - Global",43000000005421024,"avignon airport","Standard","Unassigned","Unassigned","avignon","Position 1-2 Target","Unassigned","Paused",0.18,4,0.73,0.18,223,1.79,1.82,0,0,0,0.73,0
"K1123","Overture - Global",43000000005421144,"poitiers flight","Standard","Unassigned","Unassigned","poitiers","Position 1-2 Target","Unassigned","Paused",0.18,7,1.55,0.22,247,2.83,2.15,0,0,0,1.55,0
"K1123","Overture - Global",43000000005420864,"air france airplane","Advanced","Unassigned","Unassigned","airfrance","Position 1-2 Target","Unassigned","Paused",0.18,5,1.74,0.35,443,1.13,2.29,0,0,0,1.74,0
